,customer_id,customer_city
0,879864dab9bc3047522c92c82e1212b8,jaragua do sul
1,154c4ded6991bdfa3cd249d11abf4130,florianopolis
2,b6368ca0f56d4632f44d58ca431487b2,sao jose
3,4d27341acd30a36bca39008ee9bb9050,jaragua do sul
4,443b534d0d27a8aa9a184d4869bcbe7a,jaragua do sul
5,acca74d2a60c03b46a5256c02cef9244,timbo
6,cb96e80748675729d4d3857321cacb26,camboriu
7,2f79ca5a979f66eb36747f4b354be942,urussanga
8,bd30c8ec7f7139af7195e1f7f031e131,blumenau
9,80b5a39f1962bdc67b8ac0a96936a7b6,balneario camboriu
