,product_id,shipping_limit_date,price
0,489ae2aa008f021502940f251d4cce7f,2017-02-16 20:37:36,6735.0
1,1bdf5e6731585cf01aa8169c7028d6ad,2017-06-15 02:45:17,6499.0
2,69c590f7ffc7bf8db97190b6cb6ed62e,2018-08-02 04:05:13,6729.0
